Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Microsoft Xbox 360","Games","Owned","Elder Scrolls V: Skyrim","United Kingdom","Official","Bethesda Softworks","Bethesda Game Studios","3 May 2025","CIB","3.08","3.29","25.56","3.29","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Fable II","United Kingdom","Official","Microsoft Studios","Lionhead Studios Ltd.","3 May 2025","CIB","3.02","3.73","18.67","3.73","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Fable III","United Kingdom","Official","Microsoft Studios","Lionhead Studios Ltd.","18 Oct 2025","CIB","3.10","3.51","10.83","3.51","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Far Cry 2","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","2.53","3.32","10.28","3.32","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Far Cry 3","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","3.33","4.38","10.29","4.38","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","FIFA 10","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","Boxed","2.43","2.63","6.10","2.53","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","FIFA 14","United Kingdom","Official","Electronic Arts","Electronic Arts","2 May 2025","CIB","2.65","2.85","7.28","2.85","-1.0","?","?","?","bundle copy",""
"Microsoft Xbox 360","Games","Owned","FIFA 19 [Legacy Edition]","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","CIB","36.20","38.02","68.45","38.02","1.00","1","1","1","",""
"Microsoft Xbox 360","Games","Owned","FIFA Street","United Kingdom","Official","Electronic Arts","EA Sports","2 May 2025","CIB","3.07","4.68","10.06","4.68","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Fighters Uncaged","United Kingdom","Official","Ubisoft","Ubisoft","3 May 2025","CIB","2.78","3.11","6.27","3.11","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Forza Motorsport 2","United Kingdom","Official","Microsoft Studios","Turn 10 Studios","13 May 2025","CIB","3.83","5.04","24.42","5.04","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Forza Motorsport 3","United Kingdom","Official","Microsoft Studios","Turn 10 Studios","3 May 2025","CIB","3.43","3.48","13.04","3.48","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Forza Motorsport 4","United Kingdom","Official","Microsoft Studios","Turn 10 Studios","11 May 2025","CIB","3.42","4.38","13.46","4.38","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Gears of War","United Kingdom","Official","Microsoft Studios","Epic Games","3 May 2025","CIB","2.10","2.97","17.50","2.97","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Gears of War 2","United Kingdom","Official","Microsoft Studios","Epic Games, Inc","2 May 2025","CIB","3.00","3.00","14.86","3.00","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Gears of War [Classics]","United Kingdom","Official","Microsoft Studios","Epic Games","2 May 2025","CIB","1.90","2.47","15.65","2.47","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Ghostbusters: The Video Game","United Kingdom","Official","Atari","Terminal Reality, Inc.","3 May 2025","CIB","4.12","8.09","26.73","8.09","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Grand Theft Auto IV","United Kingdom","Official","Rockstar Games","Rockstar North","3 May 2025","CIB","3.97","4.40","26.88","4.40","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Grand Theft Auto V","United Kingdom","Official","Rockstar Games","Rockstar North","2 May 2025","CIB+","3.42","3.51","16.03","3.51","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Grand Theft Auto V","United Kingdom","Official","Rockstar Games","Rockstar North","2 May 2025","CIB","3.42","3.51","16.03","3.51","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Grease Dance","United States of America","Official","505 Games","Zoe Mode","3 May 2025","CIB","4.80","5.29","7.69","5.29","-1.0","?","?","?","uk not us",""
"Microsoft Xbox 360","Games","Owned","Guitar Hero 5","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","5.13","6.13","10.81","6.13","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Guitar Hero Greatest Hits","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","13.78","19.41","35.33","19.41","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Guitar Hero III: Legends of Rock","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","4.61","4.91","12.78","4.91","-1.0","?","?","?","",""
"Microsoft Xbox 360","Controllers","Owned","Guitar Hero World Tour Wireless Guitar Controller","United States of America","Official","Activision","Missing Field","3 May 2025","Loose","62.75","90.22","177.97","62.75","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Guitar Hero: World Tour","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","4.11","4.36","8.92","4.36","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo 3","United Kingdom","Official","Microsoft Studios","Bungie","3 May 2025","CIB","1.83","2.91","18.42","2.91","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo 3: ODST","United Kingdom","Official","Microsoft Studios","Bungie","3 May 2025","CIB","2.72","3.56","43.00","3.56","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo 4","United Kingdom","Official","Microsoft Studios","343 Industries","3 May 2025","CIB","2.93","3.05","13.36","3.05","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo Wars","United Kingdom","Official","Microsoft Studios","Ensemble Studios","2 May 2025","CIB","3.03","3.95","26.56","3.95","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo: Combat Evolved Anniversary","United Kingdom","Official","Microsoft Studios","343 Industries, Saber Interactive","3 May 2025","CIB","4.05","6.00","23.96","6.00","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo: Reach","United Kingdom","Official","Microsoft Studios","Bungie","2 May 2025","CIB","2.90","3.03","30.44","3.03","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Hitman: Absolution","United Kingdom","Official","Square Enix","IO Interactive","3 May 2025","CIB","3.08","3.08","9.94","3.08","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Hitman: Blood Money [Classics]","United Kingdom","Official","Eidos","IO Interactive","3 May 2025","CIB","?","?","?","?","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Injustice: Gods Among Us [Ultimate Edition]","United Kingdom","Official","Warner Bros. Interactive Entertainment","NetherRealm Studios","3 May 2025","CIB","5.51","6.08","15.51","6.08","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","James Cameron's Avatar: The Game","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","4.25","4.86","15.46","4.86","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Just Dance 4","United Kingdom","Official","Ubisoft","Ubisoft Paris, Ubisoft Milan, Ubisoft Reflections, Ubisoft Romania","3 May 2025","CIB","5.45","5.99","11.32","5.99","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Kinect Adventures!","United Kingdom","Official","Microsoft Studios","Good Science Studio","3 May 2025","CIB","1.13","2.03","3.57","2.03","-1.0","?","?","?","",""
"Microsoft Xbox 360","Game Accessories","Owned","Kinect Sensor","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","13.52","14.54","19.75","13.52","-1.0","?","?","?","",""
"Microsoft Xbox 360","Game Accessories","Owned","Kinect Sensor","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","13.52","14.54","19.75","13.52","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Kinect Sports","United Kingdom","Official","Microsoft Studios","Rare, Ltd.","3 May 2025","CIB","2.94","3.89","7.16","3.89","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Kinect Star Wars","United Kingdom","Official","Microsoft Studios","Terminal Reality, Inc.","3 May 2025","CIB","3.96","5.13","12.21","5.13","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","L.A. Noire","United Kingdom","Official","Rockstar Games","Team Bondi","3 May 2025","CIB","2.91","2.95","9.33","2.95","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Left 4 Dead 2","United Kingdom","Official","Valve Corporation","Valve Software","3 May 2025","CIB","10.06","11.61","29.36","11.61","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Left 4 Dead [Game of The Year Edition]","United Kingdom","Official","Valve Corporation","Turtle Rock Studios","2 May 2025","CIB","7.96","12.29","29.23","12.29","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","LEGO Batman 3: Beyond Gotham","United Kingdom","Official","WB Games","Travellers Tales (UK) Ltd.","3 May 2025","CIB","3.64","4.10","10.18","4.10","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","LEGO Indiana Jones: The Original Adventures","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","CIB","4.34","4.83","15.70","4.83","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","LEGO Marvel Super Heroes","United Kingdom","Official","Warner Bros. Interactive Entertainment","TT Fusion, TT Games","3 May 2025","CIB","2.56","3.70","4.67","3.70","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","LEGO Star Wars III: The Clone Wars","United Kingdom","Official","Lucas Arts","Traveller's Tales Ltd.","3 May 2025","CIB","3.81","4.11","14.57","4.11","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Mass Effect","United Kingdom","Official","Microsoft Studios","BioWare","3 May 2025","CIB","2.46","2.73","20.33","2.73","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Max Payne 3","United Kingdom","Official","Rockstar Games","Rockstar Games","3 May 2025","CIB","2.85","3.80","7.12","3.80","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Medal of Honor: Warfighter","United Kingdom","Official","Electronic Arts","Danger Close Games","3 May 2025","CIB","3.68","3.89","9.26","3.89","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Mirror's Edge","United Kingdom","Official","Electronic Arts","DiCE","2 May 2025","CIB","2.58","3.00","17.55","3.00","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Mirror's Edge","United Kingdom","Official","Electronic Arts","DiCE","3 May 2025","CIB","2.58","3.00","17.55","3.00","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Mortal Kombat: Komplete Edition","United Kingdom","Official","Warner Bros. Interactive Entertainment","NetherRealm Studios","3 May 2025","CIB","8.18","16.56","58.27","16.56","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Need for Speed Rivals","United Kingdom","Official","Electronic Arts","Ghost Games","3 May 2025","CIB","3.55","4.45","10.88","4.45","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Need for Speed: ProStreet","United Kingdom","Official","EA Games","EA Black Box","3 May 2025","CIB","5.79","6.30","25.12","6.30","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Operation Flashpoint: Dragon Rising","United Kingdom","Official","Codemasters","Codemasters","3 May 2025","CIB","2.37","2.88","6.04","2.88","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Plants vs. Zombies: Garden Warfare","United Kingdom","Official","Electronic Arts","PopCap Games","3 May 2025","CIB","2.91","3.02","8.66","3.02","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Prince of Persia: The Forgotten Sands","United Kingdom","Official","Ubisoft Entertainment","Ubisoft","3 May 2025","CIB","3.54","4.13","19.70","4.13","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Pro Evolution  Soccer 2012","United Kingdom","Official","Konami","Winning Eleven Productions","3 May 2025","CIB","1.92","2.93","11.16","2.93","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Pro Evolution Soccer 6","United Kingdom","Official","Konami","Konami","3 May 2025","CIB","2.65","5.17","12.31","5.17","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Prototype","United Kingdom","Official","Activision (UK) Limited","Radical Entertainment Inc.","3 May 2025","CIB","2.86","3.76","20.52","3.76","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Pure","United Kingdom","Official","Disney Interactive","Black Rock Studio","3 May 2025","CIB","5.81","8.30","15.21","8.30","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Red Faction: Guerrilla","United Kingdom","Official","THQ","Volition, Inc.","3 May 2025","CIB","2.95","3.27","14.87","3.27","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Rock Band","United Kingdom","Official","MTV Games","Harmonix Music Systems","3 May 2025","CIB","5.59","6.02","8.40","6.02","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Saints Row 2","United Kingdom","Official","THQ","Volition, Inc.","3 May 2025","CIB","3.61","3.76","31.28","3.76","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Saints Row [Classics]","United Kingdom","Official","THQ","THQ","3 May 2025","CIB","19.19","22.05","71.94","22.05","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Saints Row IV","United Kingdom","Official","Deep Silver","Missing Field","3 May 2025","CIB","2.79","3.33","8.20","3.33","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Saints Row: The Third","United Kingdom","Official","THQ","Volition, Inc.","2 May 2025","CIB","2.25","2.91","10.63","2.91","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","SAW","United Kingdom","Official","Konami","Zombie Studios","18 Sep 2025","CIB","10.09","13.11","38.53","13.11","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","SBK X: Superbike World Championship","United States of America","Official","Deep Silver","Milestone S.r.l","11 May 2025","CIB","4.17","4.73","6.74","4.73","-1.0","?","?","?","uk not us",""
"Microsoft Xbox 360","Games","Owned","Shaun White Skateboarding","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","2.43","4.86","10.28","4.86","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Shaun White Snowboarding","United Kingdom","Official","Ubisoft Entertainment","Ubisoft Entertainment","3 May 2025","CIB","2.53","2.88","14.78","2.88","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Skate","United Kingdom","Official","Electronic Arts","EA Black Box","3 May 2025","CIB","4.81","6.80","21.18","6.80","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Skate 2","United Kingdom","Official","Electronic Arts","EA Black Box","3 May 2025","CIB","9.92","21.61","82.06","21.61","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Skate 3 [Classics]","United Kingdom","Official","Electronic Arts","EA Black Box","3 May 2025","CIB","6.23","6.55","12.17","6.55","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Spider-Man 3","United Kingdom","Official","Activision","Treyarch","3 May 2025","CIB","9.55","10.18","18.25","10.18","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Spider-Man: Web of Shadows","United Kingdom","Official","Activision","Treyarch","3 May 2025","CIB","57.77","63.43","136.66","63.43","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Star Wars: The Force Unleashed","United Kingdom","Official","LucasArts Entertainment Company LLC","Missing Field","3 May 2025","CIB","2.21","5.54","24.86","5.54","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Stoked","United Kingdom","Official","Destineer","Missing Field","11 May 2025","Boxed","4.72","4.83","9.52","4.72","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Street Fighter IV","United Kingdom","Official","Capcom","Capcom, Dimps Corporation","3 May 2025","CIB","4.65","4.81","20.63","4.81","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Superman Returns","United Kingdom","Official","Electronic Arts","EA Tiburon","3 May 2025","CIB","12.97","15.20","27.38","15.20","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Terraria [Classics]","United Kingdom","Official","505 Games","RE-LOGIC","3 May 2025","CIB","3.08","3.39","8.63","3.39","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Test Drive Unlimited","United Kingdom","Official","Atari Games","Eden","3 May 2025","CIB","5.68","5.86","23.21","5.86","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Titanfall","United Kingdom","Official","Electronic Arts","Respawn Entertainment","3 May 2025","CIB","2.27","2.76","8.75","2.76","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tom Clancy's Ghost Recon: Future Soldier","United Kingdom","Official","Ubisoft","Ubisoft Paris","3 May 2025","CIB","3.46","3.81","13.45","3.81","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tom Clancy's Splinter Cell: Blacklist","United Kingdom","Official","Ubisoft","Ubisoft Toronto","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tom Clancy's Splinter Cell: Conviction","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","3.07","3.24","20.35","3.24","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tom Clancy's Splinter Cell: Conviction","United Kingdom","Official","Ubisoft","Ubisoft Montreal","19 Jun 2025","Loose","3.07","3.24","20.35","3.07","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tomb Raider Underworld [Limited Edition]","United Kingdom","Official","Eidos Interactive","Crystal Dynamics","3 May 2025","CIB","8.11","12.74","34.76","12.74","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tony Hawk's Project 8","United Kingdom","Official","Activision","Neversoft Entertainment","3 May 2025","CIB","4.78","6.86","23.02","6.86","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Tony Hawk's Proving Ground","United States of America","Official","Activision","Neversoft Entertainment","25 Jun 2025","CIB","6.51","9.32","26.91","9.32","-1.0","?","?","?","uk not us",""
"Microsoft Xbox 360","Games","Owned","Transformers: Fall of Cybertron","United Kingdom","Official","Activision","High Moon Studios","3 May 2025","CIB","20.86","30.80","33.50","30.80","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Transformers: The Game [Cybertron Edition]","United Kingdom","Official","Activision","Traveller's Tales Ltd.","3 May 2025","CIB","6.69","9.51","17.49","9.51","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","TRON: Evolution","United Kingdom","Official","Disney Interactive","Progaganda Games","3 May 2025","CIB","5.17","7.40","14.20","7.40","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","X-Men Origins: Wolverine","United Kingdom","Official","Activision","Raven Software","3 May 2025","CIB","17.03","22.06","47.32","22.06","-1.0","?","?","?","",""
"Microsoft Xbox 360","Systems","Owned","Xbox 360 E Console 500Gb","United Kingdom","Official","Microsoft","Microsoft","2 May 2025","CIB","63.80","108.51","306.20","108.51","-1.0","1","?","?","",""
"Microsoft Xbox 360","Controllers","Owned","Xbox 360 Racing Wheel","United States of America","Official","Microsoft","Missing Field","11 May 2025","Loose+","45.49","46.97","84.43","45.49","-1.0","?","?","?","",""
"Microsoft Xbox 360","Systems","Owned","Xbox 360 Slim Matte Black Console","United States of America","Official","Missing Field","Missing Field","2 May 2025","Loose","44.96","48.29","53.86","44.96","-1.0","?","?","?","",""
"Microsoft Xbox 360","Systems","Owned","Xbox 360 System [E 250GB]","United Kingdom","Official","Microsoft","Missing Field","2 May 2025","Loose","65.84","85.63","444.98","65.84","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Yoostar 2: In the Movies","United Kingdom","Official","Missing Field","Blitz Games Studios","3 May 2025","CIB","2.74","2.75","4.36","2.75","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Your Shape Fitness: Evolved 2012","United Kingdom","Official","Ubisoft","Ubisoft","3 May 2025","CIB","3.11","4.02","7.16","4.02","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Wishlist","Amazing Spider-Man 2","United Kingdom","Official","Activision","Beenox Studios","18 Oct 2025","CIB","12.18","14.34","24.50","14.34","-1.0","1","1","1","",""
"Microsoft Xbox 360","Games","Wishlist","FIFA 06: Road to FIFA World Cup","United Kingdom","Official","EA Sports","EA Canada","18 Oct 2025","CIB","5.21","6.14","22.57","6.14","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Wishlist","Spider-Man: Edge of Time","United Kingdom","Official","Activision","Beenox Studios","18 Oct 2025","CIB","30.21","39.03","70.04","39.03","-1.0","1","1","1","",""
"Microsoft Xbox 360","Games","Wishlist","Spider-Man: Friend Or Foe","United Kingdom","Official","Activision","Next Level Games","18 Oct 2025","CIB","19.85","32.62","67.81","32.62","-1.0","1","1","1","",""
"Microsoft Xbox 360","Games","Wishlist","Spider-Man: Shattered Dimensions","United Kingdom","Official","Activision","Missing Field","18 Oct 2025","CIB","37.22","43.88","74.33","43.88","-1.0","1","1","1","",""
"Microsoft Xbox","Games","Owned","Buffy the Vampire Slayer (Classics)","United Kingdom","Official","Electronic Arts, Fox Interactive","The Collective","11 May 2025","CIB","?","?","?","?","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Burnout 3: Takedown","United Kingdom","Official","EA Games","Criterion Games","2 May 2025","CIB","5.07","5.89","40.29","5.89","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Counter Strike","United Kingdom","Official","Microsoft","Valve Software","11 May 2025","CIB","6.14","7.05","36.58","7.05","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Dead or Alive 3","United Kingdom","Official","Tecmo","Team Ninja","11 May 2025","CIB","3.77","4.98","28.46","4.98","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Doom 3 [Limited Collector's Edition]","United Kingdom","Official","Activision","id Software","3 May 2025","CIB","8.29","8.66","59.16","8.66","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Fable: The Lost Chapters","United Kingdom","Official","Microsoft","Lionhead Studios Ltd.","11 May 2025","CIB","4.07","5.92","9.14","5.92","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Fifa Football 2003","United Kingdom","Official","EA Sports","EA Sports","11 May 2025","CIB","2.86","3.00","9.52","3.00","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Forza Motorsport","United Kingdom","Official","Microsoft","Microsoft Game Studios","2 May 2025","CIB","4.62","5.65","10.53","5.65","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","GoldenEye: Rogue Agent","United Kingdom","Official","EA Games","EA Los Angeles","3 May 2025","CIB","3.32","3.42","19.00","3.42","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Grand Theft Auto: San Andreas","United Kingdom","Official","Rockstar Games","Rockstar North","11 May 2025","CIB","7.59","10.29","46.28","10.29","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Half-Life 2","United Kingdom","Official","Electronic Arts","Valve Software","27 Jun 2025","CIB","6.91","7.39","35.58","7.39","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Halo 2","United Kingdom","Official","Microsoft Studios","Bungie","3 May 2025","CIB","3.62","6.96","38.47","6.96","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Halo: Combat Evolved","United Kingdom","Official","Microsoft Studios","Bungie","3 May 2025","CIB","4.02","4.21","29.86","4.21","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Hitman 2: Silent Assassin","United Kingdom","Official","Eidos Interactive","IO Interactive","30 May 2025","Boxed","2.81","3.67","5.45","2.81","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Madden NFL 2003","United Kingdom","Official","EA Sports","Budcat Creations, EA Tiburon","11 May 2025","CIB","2.46","4.58","21.19","4.58","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Men of Valor","United Kingdom","Official","Vivendi Universal Games","2015, Inc.","11 May 2025","CIB","3.35","3.61","14.08","3.61","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Need for Speed: Underground 2","United Kingdom","Official","Electronic Arts","EA Black Box","3 May 2025","CIB","7.32","9.37","45.09","9.37","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Ninja Gaiden","United Kingdom","Official","Tecmo","Team Ninja","15 Jul 2025","CIB","4.42","7.43","79.79","7.43","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Peter Jackson's King Kong: The Official Game of the Movie","United Kingdom","Official","Ubisoft","Ubisoft Montpellier","30 May 2025","CIB","4.55","5.12","11.93","5.12","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","SoulCalibur II","United Kingdom","Official","Namco","Project Soul","25 Jun 2025","CIB","2.54","3.29","36.65","3.29","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Star Wars Republic Commando","United Kingdom","Official","LucasArts Entertainment Company LLC","LucasArts Entertainment Company LLC","3 May 2025","CIB","4.93","5.42","32.89","5.42","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Chronicles of Riddick: Escape from Butcher Bay","United Kingdom","Official","Vivendi Universal Games","Starbreeze Studios AB","15 Jul 2025","CIB","5.42","6.69","18.98","6.69","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Matrix: Path Of Neo","United Kingdom","Official","Atari, Inc.","Shiny Entertainment, Inc.","3 May 2025","CIB","4.40","6.13","7.20","6.13","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Sims","United States of America","Official","EA Games","Edge of Reality Inc.","3 May 2025","CIB","4.56","6.05","16.75","6.05","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Thing","United Kingdom","Official","Konami, Black Label Games","Computer Artworks Ltd.","13 May 2025","CIB","4.94","6.93","29.34","6.93","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Warriors","United Kingdom","Official","Rockstar Games","Rockstar Toronto","30 Jun 2025","CIB","8.26","9.00","44.33","9.00","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","TimeSplitters 2 [Classics]","United Kingdom","Official","Eidos Interactive","Free Radical Design","3 May 2025","CIB","7.06","10.54","25.10","10.54","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tom Clancy's Ghost Recon","United Kingdom","Official","Ubisoft","Red Storm","3 May 2025","CIB","2.48","2.90","12.97","2.90","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tom Clancy's Rainbow Six 3","United Kingdom","Official","Ubisoft","Ubisoft Montreal","18 Sep 2025","CIB","2.79","3.52","10.31","3.52","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tom Clancy's Splinter Cell","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","2.33","4.90","23.88","4.90","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tomb Raider: Legend","United Kingdom","Official","Eidos Interactive","Crystal Dynamics","30 May 2025","CIB","4.53","5.38","22.42","5.38","-1.0","?","?","?","",""
