Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Sony PlayStation","Controllers","Owned","PlayStation Dual Analog Controller [Gray]","United States of America","Official","Sony","Missing Field","3 May 2025","Loose","32.63","64.65","168.09","32.63","-1.0","?","?","?","",""
"Sony PlayStation","Controllers","Owned","PlayStation Dualshock Controller [Space Gray]","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","?","?","?","?","-1.0","?","?","?","",""
"Sony PlayStation","Systems","Owned","Playstation System","United Kingdom","Official","Sony","Missing Field","2 May 2025","Loose","42.75","66.29","363.37","42.75","-1.0","?","?","?","disc drive needs fixed",""
"Sony PlayStation","Systems","Owned","Playstation System","United Kingdom","Official","Sony","Missing Field","2 May 2025","Loose","42.75","66.29","363.37","42.75","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Porsche Challenge","United Kingdom","Official","Sony Computer Entertainment","Sony Computer Entertainment","2 May 2025","CIB","4.43","6.14","28.81","6.14","-1.0","?","?","?","",""
"Sony PlayStation","Game Accessories","Owned","PS1 Memory Card","United States of America","Official","Missing Field","Missing Field","3 May 2025","Loose","8.32","14.09","34.03","8.32","-1.0","?","?","?","",""
"Sony PlayStation","Controllers","Owned","PSOne Dualshock Controller [Light Gray]","United States of America","Official","Missing Field","Sony","11 May 2025","Loose","44.11","74.99","202.93","44.11","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Rayman [Platinum]","United Kingdom","Official","Ubisoft","Ubisoft","2 May 2025","CIB","3.89","4.34","11.41","4.34","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Thrasher Presents: Skate and Destroy","United Kingdom","Official","Take-Two Interactive Software, Inc.","Z-Axis, Ltd.","15 Jul 2025","CIB","5.99","7.70","68.44","7.70","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","TOCA Touring Cars 2","United Kingdom","Official","Codemasters","Codemasters","18 Sep 2025","CIB","3.95","8.30","21.30","8.30","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tomb Raider","United Kingdom","Official","Eidos Interactive","Core Design Ltd.","18 Sep 2025","Boxed","5.56","9.54","117.71","9.54","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tomb Raider II","United Kingdom","Official","Eidos Interactive","Core Design Ltd.","11 May 2025","CIB","6.69","9.77","27.78","9.77","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tomb Raider III","United Kingdom","Official","Eidos Interactive","Core Design Ltd.","18 Sep 2025","Loose","4.63","7.40","100.95","4.63","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tony Hawk's Pro Skater 2","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","CIB","5.45","10.98","63.65","10.98","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tony Hawk's Skateboarding","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","CIB","5.73","7.56","51.42","7.56","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","World Cup 98","United Kingdom","Official","EA Sports","EA Canada","23 Sep 2025","Boxed","4.87","8.78","22.82","8.38","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Myst","United Kingdom","Official","Psygnosis Limited","Cyan Worlds","18 Oct 2025","CIB","13.73","21.55","56.28","21.55","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Riven: The Sequel to Myst","United Kingdom","Official","Acclaim Entertainment, Inc., SUNSOFT","Cyan","18 Oct 2025","CIB","9.01","12.34","81.73","12.34","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Silent Hill","United Kingdom","Official","Konami","Team Silent","18 Oct 2025","CIB","81.91","121.41","1021.58","121.41","-1.0","1","1","1","",""
"Sony PlayStation","Games","Wishlist","Spider-man","United Kingdom","Official","Activision","Neversoft Entertainment","18 Oct 2025","CIB","7.07","16.00","215.67","16.00","-1.0","1","1","1","",""
"Sony PlayStation","Games","Wishlist","Spider-Man 2: Enter Electro","United Kingdom","Official","Activision","Vicarious Visions","18 Oct 2025","CIB","9.73","15.09","64.37","15.09","-1.0","1","1","1","",""
"SNES/Super Famicom","Games","Owned","FIFA International Soccer","United Kingdom","Official","Laguna GmbH","EA Sports","2 May 2025","Loose","2.83","14.83","38.79","2.83","3.00","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Anna","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","5.56","?","5.45","5.56","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Dash","United States of America","Official","Disney Interactive Studios","Avalanche Software","2 May 2025","Loose","4.05","?","8.40","4.05","-1.0","1","?","?","",""
"Disney Infinity","Toys To Life","Owned","Elsa","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","5.07","?","8.24","5.07","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Jack Sparrow","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","6.17","?","12.53","6.17","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Mike Wazowski","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","4.26","?","8.61","4.26","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Mr. Incredible","United States of America","Official","Disney Interactive Studios","Avalanche Software","2 May 2025","Loose","4.86","?","8.42","4.86","-1.0","1","?","?","",""
"Disney Infinity","Toys To Life","Owned","Randy","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","4.21","?","8.72","4.21","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Sulley","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","5.44","?","10.34","5.44","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Vanellope","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","6.15","?","8.29","6.15","-1.0","?","?","?","",""
"Disney Infinity","Toys To Life","Owned","Violet","United States of America","Official","Disney Interactive Studios","Avalanche Software","2 May 2025","Loose","6.51","?","12.71","6.51","-1.0","1","?","?","",""
"Disney Infinity","Toys To Life","Owned","Wreck-It Ralph","United States of America","Official","Disney Interactive Studios","Avalanche Software","3 May 2025","Loose","4.13","?","7.61","4.13","-1.0","?","?","?","",""
"Nintendo 64","Games","Owned","Doubutsu no Mori","Japan","Official","Nintendo","Nintendo EAD","2 May 2025","CIB","18.32","94.31","380.29","94.31","-1.0","1","1","1","",""
"PC","Games","Owned","Battlefield 2: Complete Collection","United States of America","Official","Electronic Arts","DiCE","3 May 2025","CIB","5.08","17.14","51.30","17.14","-1.0","?","?","?","",""
"PC","Games","Owned","Battlefield 3: Limited Edition","United States of America","Official","Electronic Arts","DiCE","3 May 2025","CIB","2.77","6.08","17.62","6.08","-1.0","?","?","?","",""
"PC","Games","Owned","Bionicle Heroes","United Kingdom","Official","Eidos Interactive","Traveller's Tales Ltd.","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty 4: Modern Warfare","United States of America","Official","Activision","Infinity Ward","30 Jun 2025","CIB","3.35","9.85","29.50","9.85","-1.0","?","?","?","",""
"PC","Games","Owned","Call Of Duty [Deluxe Edition Best Of Activision]","United Kingdom","Official","Activision","Infinity Ward","30 Jun 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: Black Ops II","United Kingdom","Official","Activision","Treyarch","30 Jun 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: Black Ops III","United States of America","Official","Activision","Treyarch","30 Jun 2025","CIB","4.47","12.24","17.11","12.24","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: Modern Warfare 2","United States of America","Official","Activision","Infinity Ward","3 May 2025","CIB","2.55","7.58","21.13","7.58","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: Modern Warfare 3","United States of America","Official","Activision","Infinity Ward","30 Jun 2025","CIB","2.48","7.81","17.49","7.81","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: World at War","United Kingdom","Official","Activision","Treyarch","30 Jun 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Call of Duty: WWII","World","Digital","Activision","Sledgehammer Games, Raven Software","30 Jun 2025","M+B","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","cardboard disc ☹️ and steam account info??",""
"PC","Games","Owned","Crysis: Maximum Edition","United Kingdom","Official","Electronic Arts","Electronic Arts","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","CSI: Crime Scene Investigation: Fatal Conspiracy","United States of America","Official","Ubisoft","Telltale Games","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Discworld Noir","United States of America","Official","GT Interactive Software Corp.","Perfect Entertainment","3 May 2025","CIB","11.29","24.86","39.81","24.86","-1.0","?","?","?","",""
"PC","Games","Owned","DOOM 3","United Kingdom","Official","Activision","id Software","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Fallout 3 [Game of the Year Edition]","United Kingdom","Official","Bethesda Softworks","Bethesda Softworks","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Fallout 4","United States of America","Official","Bethesda Softworks","Bethesda Game Studios","3 May 2025","CIB","3.61","7.99","15.97","7.99","-1.0","?","?","?","",""
"PC","Games","Owned","Fallout: New Vegas","United Kingdom","Official","Bethesda Softworks","Obsidian Entertainment","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Hotel Giant","","Official","JoWooD Productions Software AG","Enlight Software","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Left 4 Dead [Game of the Year Edition EA Classics]","United Kingdom","Official","Electronic Arts","Valve","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Microsoft Flight Simulator X: Gold Edition","United States of America","Official","Microsoft Studios","Microsoft Studios","3 May 2025","CIB","6.08","11.41","26.65","11.41","-1.0","?","?","?","",""
"PC","Games","Owned","Project Eden","United States of America","Official","Square Enix","Core Design Ltd.","3 May 2025","New","4.71","10.34","11.45","11.45","-1.0","?","?","?","",""
"PC","Games","Owned","Ratatouille","United Kingdom","Official","THQ","Asobo Studio","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Rollercoaster Tycoon 2 (3 Pack) - Windows","United States of America","Official","Atari Games","Atari","15 Jul 2025","Boxed","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Shaun White Snowboarding","United States of America","Official","Ubisoft Entertainment","Ubisoft","3 May 2025","CIB","3.49","3.59","7.20","3.59","-1.0","?","?","?","",""
"PC","Games","Owned","SimCity 3000","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","2.66","12.12","34.23","12.12","-1.0","?","?","?","",""
"PC","Games","Owned","Star Wars: Battlefront II","United Kingdom","Official","LucasArts Entertainment Company LLC","Pandemic Studios","19 Jun 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Star Wars: Galactic Battlegrounds","United States of America","Official","LucasArts Entertainment Company LLC","Ensemble Studios","19 Jun 2025","CIB","4.18","12.76","19.11","12.76","-1.0","?","?","?","",""
"PC","Games","Owned","Elder Scrolls IV: Oblivion","United States of America","Official","2K Games","Bethesda Softworks","19 Sep 2025","CIB","4.94","15.20","44.17","15.20","-1.0","?","?","?","",""
"PC","Games","Owned","Sims","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","6.70","15.20","30.42","15.20","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 2","United Kingdom","Official","Electronic Arts","Maxis","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 2: H&M Fashion Stuff","United States of America","Official","EA Games","Maxis Software","13 May 2025","CIB","3.80","8.36","10.48","8.36","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 2: Nightlife","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","2.65","6.34","10.84","6.34","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 2: Open for Business","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","1.77","5.95","9.13","5.95","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 3","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","1.98","6.04","13.01","6.04","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 3 Seasons","United States of America","Official","Electronic Arts","EA Redwood Shores","3 May 2025","CIB","2.26","6.63","7.61","6.63","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 3: Pets","United States of America","Official","Electronic Arts","EA Redwood Shores","3 May 2025","CIB","2.11","5.77","4.56","5.77","-1.0","?","?","?","",""
"PC","Games","Owned","Sims 3: Supernatural","United Kingdom","Official","Electronic Arts","EA Salt Lake","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","SIMS LIVIN' IT UP EXPANSION PACK","","Official","Aspyr Media, Inc., Electronic Arts","EA - Maxis","19 Jun 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Sims: Hot Date Expansion Pack","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","2.72","9.88","25.86","9.88","-1.0","?","?","?","",""
"PC","Games","Owned","Sims: House Party Expansion Pack","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","2.05","7.69","12.16","7.69","-1.0","?","?","?","",""
"PC","Games","Owned","Sims: Makin' Magic","United States of America","Official","Electronic Arts","Maxis Software","24 May 2025","CIB","4.44","10.58","19.01","10.58","-1.0","?","?","?","",""
"PC","Games","Owned","Sims: Superstar","United States of America","Official","Electronic Arts","Maxis Software","24 May 2025","CIB","3.35","7.61","15.20","7.61","-1.0","?","?","?","uk not us",""
"PC","Games","Owned","Sims: Unleashed","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","1.51","7.08","13.69","7.08","-1.0","?","?","?","",""
"PC","Games","Owned","Sims: Vacation Expansion Pack","United States of America","Official","Electronic Arts","Maxis Software","3 May 2025","CIB","1.89","7.60","15.57","7.60","-1.0","?","?","?","",""
"PC","Games","Owned","Toca Race Driver 2","United Kingdom","Official","Codemasters","Codemasters","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Transformers: The Game","United States of America","Official","Activision","Missing Field","3 May 2025","CIB","9.88","22.80","30.42","22.80","-1.0","?","?","?","",""
"PC","Games","Owned","Zoo Tycoon","United States of America","Official","Microsoft Studios","Blue Fang Games","3 May 2025","CIB","6.50","18.25","27.40","18.25","-1.0","?","?","?","",""
"PC","Games","Owned","Zoo Tycoon 2","United States of America","Official","Microsoft Studios","Blue Fang Games","3 May 2025","CIB","6.27","13.65","23.63","13.65","-1.0","?","?","?","",""
"PC","Games","Owned","Zoo Tycoon: Marine Mania","United States of America","Official","Microsoft Studios","Blue Fang Games","3 May 2025","CIB","7.72","14.63","19.85","14.63","-1.0","?","?","?","",""
"PC","Games","Wishlist","Myst","United Kingdom","Official","Cyan","Broderbund Software","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Wishlist","Myst V: End of Ages - Limited Edition","United Kingdom","Official","Ubisoft Entertainment","Cyan Worlds","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Wishlist","RealMyst: Masterpiece Edition","United Kingdom","Official","Cyan","Cyan","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Wishlist","Riven","","Official","Red Orb Entertainment","Cyan","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","FIFA International Soccer","United Kingdom","Official","Electronic Arts","Electronic Arts","23 Sep 2025","CIB","2.56","6.48","104.92","6.48","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","FIFA Soccer 95","United Kingdom","Official","Electronic Arts","Extended Play Productions","24 May 2025","CIB","2.03","5.11","15.47","5.11","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Mega Games 6 Vol 1","United Kingdom","Official","Sega","Sega","15 Jul 2025","Loose","5.42","20.57","185.58","5.42","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Systems","Owned","Sega Mega Drive Console","United Kingdom","Official","Missing Field","Missing Field","11 Jul 2025","Loose","46.39","60.24","150.60","46.39","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Controllers","Owned","SEGA Mega Drive Control Pad","United Kingdom","Official","Sega","Sega","19 Sep 2025","Loose","10.46","36.15","?","10.46","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sensible Soccer: European Champions","United Kingdom","Official","Sony Imagesoft","Sensible Software","15 Jul 2025","Loose","12.18","18.99","47.16","12.18","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog","United Kingdom","Official","Sega","Sonic Team","15 Jul 2025","Boxed","3.20","12.79","139.80","10.36","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Sega","15 Jul 2025","CIB","4.96","10.21","69.50","10.21","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Spider-Man & Venom: Maximum Carnage","United Kingdom","Official","Acclaim Entertainment, Inc.","Software Creations","18 Oct 2025","CIB","58.12","209.63","524.05","209.63","-1.0","1","1","1","",""
"Nintendo Game Boy Advance","Games","Owned","BattleBots: Beyond the BattleBox","United Kingdom","Official","Majesco Entertainment","Cave Barn Studios, Pipe Dream Interactive","18 Aug 2025","Loose","3.45","12.95","123.41","3.45","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Donkey Kong Country","United Kingdom","Official","Nintendo","Rare, Ltd.","18 Aug 2025","Loose","10.56","43.46","151.56","10.56","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Mario Kart: Super Circuit","United Kingdom","Official","Nintendo","Intelligent Systems","18 Aug 2025","Loose","6.07","17.67","252.94","6.07","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Wario Land 4","United Kingdom","Official","Nintendo","Nintendo","18 Aug 2025","Loose","12.13","45.22","315.76","12.13","-1.0","?","?","?","",""
"Sony PlayStation 5","Games","Owned","Dying Light 2: Stay Human","United Kingdom","Official","Techland Sp. z o.o","Techland Sp. z o.o","18 Oct 2025","CIB","13.38","13.71","22.56","13.71","-1.0","?","?","?","",""
"Sony PlayStation 5","Games","Owned","EA Sports FC 26","United Kingdom","Official","EA Sports","EA Canada","14 Oct 2025","New","42.56","44.31","45.04","45.04","-1.0","?","1","?","",""
"Sony PlayStation 5","Games","Owned","Ghost of Tsushima: Director's Cut","United Kingdom","Official","Sony Interactive Entertainment","Sucker Punch Productions","5 Nov 2025","CIB","27.12","34.61","35.78","34.61","-1.0","1","1","1","",""
"Sony PlayStation 5","Controllers","Owned","PlayStation DualSense Wireless Controller [White]","United States of America","Official","Sony Interactive Entertainment","Sony Interactive Entertainment","30 Sep 2025","Loose","34.22","34.23","55.14","34.22","-1.0","1","?","?","",""
"Sony PlayStation 5","Game Accessories","Owned","PS5 Disc Drive For Digital Edition Consoles","United Kingdom","Official","Sony Interactive Entertainment","Sony Interactive Entertainment","30 Sep 2025","New","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","1","?","",""
"Sony PlayStation 5","Systems","Owned","PS5 Slim Digital Edition","United States of America","Official","Sony","Missing Field","30 Sep 2025","New","300.40","300.40","379.54","379.54","-1.0","?","1","?","",""
"Sony PlayStation 5","Games","Owned","Resident Evil 7: Biohazard [Gold Edition]","United Kingdom","Official","Capcom","Capcom","14 Oct 2025","New","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","1","?","",""
"Sony PlayStation 5","Games","Owned","Resident Evil Village [Gold Edition]","United Kingdom","Official","Capcom","Capcom","24 Oct 2025","New","11.97","17.68","18.28","18.28","14.99","?","1","?","",""
"Sony PlayStation 5","Games","Owned","Silent Hill f [Steelbook Edition]","United Kingdom","Official","Konami","NeoBards Entertainment","18 Oct 2025","New","?","55.80","60.17","60.17","-1.0","?","1","?","",""
"Sony PlayStation 5","Games","Owned","UFC 5","United Kingdom","Official","EA Sports","EA Vancouver and EA Romania","14 Oct 2025","New","12.20","15.49","18.68","18.68","-1.0","?","1","?","",""
"Sony PlayStation 5","Games","Wishlist","Ghost of Tsushima: Director's Cut","United Kingdom","Official","Sony Interactive Entertainment","Sucker Punch Productions","18 Oct 2025","CIB","27.12","34.61","35.78","34.61","-1.0","1","1","1","",""
"Sony PlayStation 5","Games","Wishlist","Ghost of Yōtei","United Kingdom","Official","PlayStation Studios","Sucker Punch","18 Oct 2025","CIB","43.83","44.69","49.96","44.69","-1.0","1","1","1","",""
"Sony PlayStation 5","Games","Wishlist","God of War: Ragnarök","United Kingdom","Official","Sony Interactive Entertainment","Sony Santa Monica Studio","18 Oct 2025","CIB","16.25","16.73","25.35","16.73","-1.0","1","1","1","",""
"Sony PlayStation 5","Games","Wishlist","Marvel's Spider-Man 2","United Kingdom","Official","Sony Interactive Entertainment","Insomniac Games","18 Oct 2025","CIB","24.13","28.22","31.83","28.22","-1.0","1","1","1","",""
"Sony PlayStation 5","Games","Wishlist","Resident Evil Village [Gold Edition]","United Kingdom","Official","Capcom","Capcom","18 Oct 2025","CIB","11.97","17.68","18.28","17.68","-1.0","1","1","1","",""
"Sega Dreamcast","Games","Wishlist","Spider-Man","United Kingdom","Official","Activision","Neversoft Entertainment, Treyarch","18 Oct 2025","CIB","25.65","68.40","103.20","68.40","-1.0","1","1","1","",""
